City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed (mph)
Iralaya,15.0,-83.2333,75.9919999999999,85,0,3.42
Iquique,-20.2208,-70.1431,71.59999999999997,56,0,2.57
Santa Isabel Rio Negro,-0.4139,-65.0192,74.60599999999994,82,6,0.87
Teknāf,20.8624,92.3058,80.58199999999994,26,0,2.35
Kandalaksha,67.162,32.4123,3.2180000000000177,92,73,1.17
Haicheng,40.8516,122.7475,47.660000000000025,50,0,6.87
Neiafu,-18.65,-173.9833,82.39999999999992,89,75,2.06
Kailua,21.4022,-157.7394,71.65400000000005,56,75,3.09
São José do Calçado,-21.0253,-41.6544,67.01000000000005,93,76,0.85
Merauke,-8.4667,140.3333,85.56800000000004,72,100,4.76
Senneterre,48.3835,-77.2328,-0.39999999999997726,85,90,3.09
Ugoofaaru,5.6667,73.0,81.69800000000004,67,58,4.19
Témeni,38.2333,22.1167,49.99999999999994,76,3,0.89
Deloraine,-41.5333,146.6667,69.49400000000009,68,98,0.45
Rozivka,46.9385,35.7724,37.202000000000055,90,97,1.7
Opuwo,-18.0607,13.84,66.09199999999993,78,96,1.47
Jadu,31.953,12.0261,55.02199999999999,36,0,3.88
Duiwelskloof,-23.6934,30.14,67.04599999999999,91,85,1.09
Long Xuyen,10.3833,105.4167,80.59999999999997,83,40,2.06
Jucuarán,13.2539,-88.2478,63.71599999999995,100,0,1.08
Pangkalanbuun,-2.6833,111.6167,94.60399999999998,44,100,2.09
Mount Gambier,-37.8333,140.7667,94.99999999999994,24,100,5.66
Banjar,-8.19,114.9675,85.99999999999994,74,20,4.63
Kano,12.0001,8.5167,58.99999999999994,47,0,1.03
Āreka,7.0667,37.7,63.896000000000015,50,99,2.27
Kasama,-10.2129,31.1808,63.31999999999999,96,100,0.92
Aguçadoura,41.4318,-8.7804,54.71599999999995,94,75,6.17
Ginda,30.6945,78.4932,61.82600000000008,23,0,2.29
Nome,64.5011,-165.4064,-7.600000000000023,45,1,4.63
Trzcianka,53.0406,16.4563,12.307999999999936,96,42,3.54
Faanui,-16.4833,-151.75,81.80599999999998,71,2,8.45
Lorengau,-2.0226,147.2712,81.55400000000003,81,100,4.52
Kousséri,12.0769,15.0306,67.99999999999994,22,10,4.63
Igrim,63.1906,64.4162,-26.73399999999998,85,0,1.48
Camacha,33.0833,-16.3333,60.80000000000001,94,40,1.54
Pisco,-13.7,-76.2167,71.34800000000001,78,0,2.57
São Borja,-28.6606,-56.0044,66.79400000000004,92,100,1.66
Marang,5.2056,103.2059,81.10399999999998,70,55,2.29
Springbok,-29.6643,17.8865,77.21599999999995,46,100,0.26
Camaná,-16.6228,-72.7111,71.45599999999996,78,89,1.65
Ust'-Tarka,55.5672,75.705,-23.206000000000017,86,0,2.52
Yeppoon,-23.1333,150.7333,85.99999999999994,45,32,5.66
Mitsamiouli,-11.3847,43.2844,82.79599999999999,76,100,7.23
Arrifes,37.7667,-25.7,58.47800000000001,72,20,13.38
Miravci,41.3078,22.435,46.00400000000002,69,54,0.89
Tsumeb,-19.2333,17.7167,63.96800000000002,94,99,3.53
Torres,-29.3353,-49.7269,68.21599999999995,92,48,1.52
Alappuzha,9.49,76.3264,80.63600000000002,54,68,0.97
Umluj,25.0213,37.2685,76.55000000000001,40,0,4.93
Coquimbo,-29.9533,-71.3436,62.599999999999966,88,90,3.09
Ostuacán,17.4167,-93.3,70.41199999999998,90,71,0.87
Pauini,-7.7136,-66.9764,74.10200000000003,97,100,1.22
Chernyshevskiy,63.0128,112.4714,-6.268000000000029,91,81,2.12
Vondrozo,-22.8167,47.2833,66.81200000000007,97,100,0.39
Kalmunai,7.4167,81.8167,79.07,67,60,4.91
Khorixas,-20.3667,14.9667,65.38999999999993,89,100,2.37
San Andrés,12.5847,-81.7006,80.59999999999997,69,20,3.09
Nantucket,41.2835,-70.0995,26.779999999999973,63,90,2.57
Uvat,59.1433,68.8953,-19.641999999999996,87,0,2.75
Waipawa,-41.4122,175.5153,65.40799999999996,59,4,12.86
Kommunisticheskiy,61.6789,64.4819,-21.424000000000035,86,0,1.85
Mariehamn,60.0973,19.9348,1.3999999999999773,85,44,1.54
Conde,-7.2597,-34.9075,78.80000000000001,94,75,3.6
Parambu,-6.2111,-40.6944,70.39400000000006,84,89,1.31
Cabedelo,-6.9811,-34.8339,78.80000000000001,94,75,3.6
Mwingi,-0.9344,38.0601,69.2419999999999,72,97,0.79
Oranjemund,-28.55,16.4333,64.59800000000001,86,84,2.65
Eureka,40.8021,-124.1637,44.00599999999997,92,83,1.64
Jiayuguan City,39.8167,98.3,43.08800000000002,50,42,4.85
Turukhansk,65.8167,87.9833,-14.439999999999998,88,100,3.21
Sittwe,20.15,92.9,79.46599999999995,32,0,2.0
Gangāpur,26.4833,76.7167,74.4260000000001,29,1,1.3
Touros,-5.1989,-35.4608,80.59999999999997,78,20,4.12
Kutum,14.2,24.6667,57.452000000000055,54,0,4.83
Pinotepa Nacional,16.3167,-98.0167,68.86399999999998,91,0,0.82
Cap Malheureux,-19.9842,57.6142,82.99400000000009,66,42,4.02
Westport,41.1415,-73.3579,27.319999999999993,52,100,0.58
Mandurah,-32.55,115.7,76.04599999999999,35,0,4.63
Vestmannaeyjar,63.4427,-20.2734,40.81999999999999,70,100,12.63
Price,39.5994,-110.8107,31.999999999999943,69,1,2.57
Sakon Nakhon,17.1612,104.1472,73.39999999999992,53,0,2.06
Aranos,-24.1333,19.1167,72.15799999999996,57,94,3.65
Port Keats,-14.25,129.55,87.87200000000001,65,59,4.25
Cherskiy,68.75,161.3,-14.350000000000023,88,0,1.91
Apt,43.8833,5.4,40.51400000000001,75,0,3.6
Pital,2.2665,-75.8044,68.52199999999999,79,100,0.88
Mahajanga,-15.7167,46.3167,76.99999999999994,94,40,3.09
Khilok,51.3674,110.4676,15.386000000000024,94,100,5.02
Luján,-34.5703,-59.105,67.91000000000003,94,87,3.09
Itirapina,-22.2528,-47.8228,63.1760000000001,97,80,1.61
Skjervøy,70.0311,20.9714,33.079999999999984,85,100,8.69
Zyryanka,65.75,150.85,-11.704000000000008,88,73,1.1
Moorhead,46.8739,-96.7676,-10.31800000000004,64,1,3.6
Evensk,61.95,159.2333,10.291999999999973,89,15,3.31
Camocim,-2.9022,-40.8411,77.25200000000001,90,100,3.25
Warora,20.2333,79.0,79.95200000000006,16,64,2.23
Xining,36.6167,101.7667,42.52999999999997,51,4,2.01
Benguela,-12.5763,13.4055,72.94999999999999,80,91,0.92
Jaciara,-15.9653,-54.9683,70.26800000000009,91,69,0.64
Ubari,26.5921,12.7805,56.30000000000001,34,0,2.61
Rabat,33.9911,-6.8401,49.01000000000005,100,75,2.65
Coyhaique,-45.5752,-72.0662,67.99999999999994,52,0,1.54
Arrondissement du Havre,49.5833,0.3333,23.936000000000035,74,0,5.14
Beringovskiy,63.05,179.3167,-23.78200000000004,85,78,6.47
Sharon,41.2331,-80.4934,19.849999999999966,73,90,4.12
Stokmarknes,68.5646,14.9108,25.555999999999983,84,96,0.89
Westerland,54.9079,8.3033,18.878000000000043,86,58,4.63
Mezhdurechenskiy,59.6,65.9333,-20.25400000000002,87,0,1.74
Arlit,18.7369,7.3853,65.04799999999994,23,1,2.24
Pringsewu,-5.3582,104.9744,89.18599999999998,60,26,0.13
Bonavista,48.6499,-53.1147,17.923999999999978,86,100,4.63
Lárdos,36.0942,28.0157,55.39999999999992,88,20,1.54
Atasū,48.6814,71.6433,3.433999999999969,86,78,2.25
Marabu,4.4148,114.0089,85.99999999999994,84,40,3.09
Chunoyar,57.4467,97.3217,-1.8220000000000027,86,98,2.93
Les Escoumins,48.1111,-69.0236,12.883999999999958,52,47,12.86
Brownsville,25.9018,-97.4975,70.53799999999995,83,20,3.09
Henties Bay,-22.116,14.2845,67.99999999999994,91,98,3.16
Barpeta,26.3167,91.0,71.59999999999997,43,40,1.43
San Buenaventura,27.0833,-101.5333,67.19,78,2,3.07
Macduff,57.6701,-2.4969,9.01400000000001,92,0,2.06
‘Āhuimanu,21.4447,-157.8378,71.81599999999997,56,75,3.09
Kenai,60.5544,-151.2583,19.16599999999994,79,90,7.2
Sechura,-5.5569,-80.8222,76.82,72,93,3.62
Poya,-21.35,165.15,78.42199999999997,73,64,3.43
Port Hedland,-20.3167,118.5667,89.59999999999997,66,1,7.72
Cornwall,45.0181,-74.7281,4.315999999999974,78,75,1.21
Cabo San Lucas,22.8909,-109.9124,63.428000000000054,77,1,1.54
San Quintín,30.4833,-115.95,55.77800000000008,82,1,5.02
Batagay,67.6333,134.6333,-11.560000000000002,86,74,1.22
